aeñ niveu,,a nephew,,noun,awa,people,,,,,
en yaeñs,,a niece,,noun,awa,people,,,,,
aeñ paraañ,,a parent,,noun,awa,people,,,,,
aeñ parson,,a person,,noun,awa,people,,,,,
aeñ zhaan,,a person,,noun,awa,people,,,,,
en soeur,,a sister,,noun,awa,people,,,,,
en faam,,a woman; a wife,,noun,awa,people,,,,,
en taañt,,an aunt,,noun,awa,people,,,,,
aeñ nooñk,,an uncle,,noun,awa,people,,,,,
nooshishim,,grandchild,,noun,awa,people,,,,,
moshoom,,grandfather,,noun,awa,people,,,,,
koohkom,,grandmother,,noun,awa,people,,,,,
li mooñd,,human,,noun,awa,people,,,,,
en maamaa,,mother,,noun,awa,people,,,,,
baapaa,,my father,,noun,awa,people,,ni-paapaa,,,
ni-moshoom,,my grandfather,,noun,awa,people,,,,,
noohkom,,my grandmother,,noun,awa,people,,,,,
ni-maamaa,,my mother,,noun,awa,people,,,,,
l’aañfaañ,,the child,,noun,awa,people,,,,,
l’aamii,,the friend,,noun,awa,people,,,,,
l’om,,the man,,noun,awa,people,,,,,
l’ooñk(?),,the uncle,,noun,awa,people,,,,,
kashkaapahsteew,kashkaapahstee-,it is smokey/hazy (weather),be smokey,phrase,ooma:,phrases,weather,,,,
kashkaapahsteenaakwan,kashkaapahstee-,it looks smokey/hazy (weather),be smokey,phrase,ooma:,phrases,weather,,,,
kashkaapahsteetaakwan,kashkaapahstee-,it smells smokey/hazy (weather),be smokey,phrase,ooma:,phrases,weather,,,,
doo-kwashkweepichikee,kwashkweepichikee-,go fish,fish,phrase,,phrases,command,,Can be used in playing “go fish” game.,,
miyotipishka,tipishk-,happy birthday,tipishka-,phrase,awa:,phrases,command,,,,
ashtam,,come,,phrase,awa:,phrases,command,,,,
chweer,,look,,phrase,awa:,phrases,command,,,,
cheshkwa,,wait,,phrase,awa:,phrases,command,,,,
tahkaayaaw,,it is chilly/cool (weather),,phrase,ooma:,phrases,weather,,,,
waasheeshkwan,,it is clear out,,phrase,ooma:,phrases,weather,,,,
yiikwashkwan,,it is cloudy,,phrase,ooma:,phrases,weather,,,,
kishinaaw,,it is cold,,phrase,ooma:,phrases,weather,,,,
piiwan,,it is drifting snow (weather),,phrase,ooma:,phrases,weather,,,,
kimiwashin,,it is drizzling,,phrase,ooma:,phrases,weather,,,,
kishiteew,,it is hot (weather),,phrase,ooma:,phrases,weather,,,,
aapawaaw,,it is mild,,phrase,ooma:,phrases,weather,,,,
kimowan,,it is raining,,phrase,ooma:,phrases,weather,kimiwan,,,
mishpon,,it is snowing,,phrase,ooma:,phrases,weather,,,,
yootin,,it is windy,,phrase,ooma:,phrases,weather,,,,
ishweepin li dii,,roll the die (singular of dice),,phrase,,phrases,command,,,Ishweepin li dii!,Roll the die!
la-brem-iwan,,it is foggy,,phrase,,phrases,weather,,,,
la-grel-iwan,,it is hailing,,phrase,,phrases,weather,,,,
miyokiishikaaw,,it’s a nice day,,phrase,,phrases,weather,,,,
machikiishikaaw,,it’s a stormy day,,phrase,,phrases,weather,,,,
li salee naakoshiw,,the sun is shining,,phrase,,phrases,weather,,,,
taanshi ee-ishikiishikahk,,What’s the weather like?,,phrase,,phrases,weather,,,,
maamashkaach,,awesome; amazing,,phrase,,phrases,,,,,
a baeñ syel,,Good heavens!,,phrase,,phrases,,,,,
bon shaañs,,Good luck!,,phrase,,phrases,,,,,
lii bon noovel,,Good news!,,phrase,,phrases,,,,,
nah,,here you go,,phrase,,phrases,,,,,
wiishta,,him/her/them too (them singular),,phrase,,phrases,,,,,
niya eekwa,,it's my turn; me now,,phrase,,phrases,,,,,
kiya eekwa,,it's your turn; you now,,phrase,,phrases,,,,,
niishta,,me too,,phrase,,phrases,,,,,
no oshaam mistahi,,not too much,,phrase,,phrases,,,,,
keshchinaa,,of course,,phrase,,phrases,,,,,
madooñ,,please,,phrase,,phrases,,,,,
sii vuu plee,,please,,phrase,,phrases,,,,,
kiyaam,,relax; don’t worry,,phrase,,phrases,,,,,
marsii,,thank you,,phrase,,phrases,,,,,
kwayesh anima,,that’s correct,,phrase,,phrases,,,,,
no kwayesh anima,,that’s not correct,,phrase,,phrases,,,,,
s’id valoer,,That’s too bad,,phrase,,phrases,,,,,
taapwee,,Truth!,,phrase,,phrases,,,,,
wahwaa,,wow,,phrase,,phrases,,,,,
kiishta,,you too (you singular),,phrase,,phrases,,,,,
anima,,that,,pronoun,awa,pronouns,,,,,
oohiñ,,these,,pronoun,awa,pronouns,,,,,
ooma,,this,,pronoun,awa,pronouns,,,,,
anihiñ,,those,,pronoun,awa,pronouns,,,,,
ana,,that,,pronoun,ooma,pronouns,,,,,
ookik,,these,,pronoun,ooma,pronouns,,,,,
awa,,this,,pronoun,ooma,pronouns,,,,,
anikik,,those,,pronoun,ooma,pronouns,,,,,
pico awiyek,,anyone,,pronoun,,pronouns,,,,,
picokeekway,,anything,,pronoun,,pronouns,,,,,
kahkiyaw awiyek,,everyone,,pronoun,,pronouns,,,,,
kahkiyaw keekway,,everything,,pronoun,,pronouns,,,,,
wiya,,he; she; they (singular),,pronoun,,pronouns,,,,,
niya,,I,,pronoun,,pronouns,,,,,
nama awiyek,,no one,,pronoun,,pronouns,,,,,
awiyek,,someone,,pronoun,,pronouns,,,,,
wiyawaaw,,they (plural),,pronoun,,pronouns,,,,,
kiyanaan,,we (all of us),,pronoun,,pronouns,,,,,
niyanaan,,we (you and I); we (just us),,pronoun,,pronouns,,,,,
kiyawaaw,,you (plural),,pronoun,,pronouns,,,,,
kiya,,you (singular),,pronoun,,pronouns,,,,,
chiiñ,,(yes/no marker),,,,questions,,,This is used to indicate that you are asking a yes/no question.,Kii-mowaaw chiiñ li toos a mataeñ?,Did you eat toast this morning?
taanshi,,how,,,,questions,,taanishi,,,
keekway,,what,,,,questions,,,,,
kel sort,,what type; what kind,,,,questions,,,,Kel sort di zhardinaazh ee-miyeeyihtaman?,What type of vegetables do you like?
taanshpii,,when,,,,questions,,taanishpii,,,
taandee,,where,,,,questions,,,,,
aweena,,who,,,,questions,,awaana,,,
aweenikik,,who all,,,,questions,,aweeniki; awaaniki,,,
taaneehki,,why,,,,questions,,,,,
en plot,,a ball,,noun,awa,society,,,,,
en zheu,,a game,,noun,,society,,,,,
larzhaañ,,money,,noun,,society,,,,,
Vaeñdarjii ,,Friday,,,,time,days of the week,,,,
Laeñjii ,,Monday,,,,time,days of the week,,,,
Samjii ,,Saturday,,,,time,days of the week,,,,
Jimaañsh ,,Sunday,,,,time,days of the week,,,,
Zhwiijii ,,Thursday,,,,time,days of the week,,,,
Morjii,,Tuesday,,,,time,days of the week,,,,
Mikarjii ,,Wednesday,,,,time,days of the week,,,,
Zhaañvyii ,,January,,,,time,months,,,,
Fevriyii ,,February,,,,time,months,,,,
Maar ,,March,,,,time,months,,,,
Avrii ,,April,,,,time,months,,,,
Mii ,,May,,,,time,months,,,,
Zhwaeñ ,,June,,,,time,months,,,,
Zhooyet ,,July,,,,time,months,,,,
ahoo ,,August,,,,time,months,,,,
Setaañb ,,September,,,,time,months,,,,
Oktob ,,October,,,,time,months,,,,
Novaañb ,,November,,,,time,months,,,,
Disaañb ,,December,,,,time,months,,,,
L’Otooñ ,,Fall,,,,time,seasons,,,,
Li Praeñtaañ ,,Spring,,,,time,seasons,,,,
L’Itii ,,Summer,,,,time,seasons,,,,
L'Iver ,,Winter,,,,time,seasons,,,,
lapree-mijii ,,afternoon,,,,time,time of day,,,,
o swer,,at night,,,,time,time of day,,,,
la swerii ,,evening,,,,time,time of day,,,,
maeñwii,,midnight,,,,time,time of day,,,,
li mataeñ ,,morning,,,,time,time of day,,,,
li swer,,night,,,,time,time of day,,,,
li mijii,,noon,,,,time,time of day,,,,
a swer,,tonight,,,,time,time of day,,,,
en zhoornii,,a day,,,,time,unit of time,,,,
aeñ zhoor,,a day,,,,time,unit of time,,,,
en minwit,,a minute,,,,time,unit of time,,,,
aeñ mwaañ,,a month,,,,time,unit of time,,,,
aeñ seezooñ,,a season,,,,time,unit of time,,,,
en smen,,a week,,,,time,unit of time,,,,
aeñ naañ,,a year,,,,time,unit of time,,,,
aeñ oer,,an hour,,,,time,unit of time,,,,
l’anii,,the year,,,,time,unit of time,,,,
keekaach,,almost,,,,time,,,,,
aashee,,already,,adverb,,time,,,,,
tahkinee,,always,,adverb,,time,,,,,
ohkaach(?),,ever,,adverb,,time,,ohkaat,,,
payish(?),,finally,,,,time,,piyish,,,
noo ohkaach(?),,never,,adverb,,time,,noo ohkaat,,,
eekwa,,"now, and",,,,time,,,,,
meekwaach,,right now; currently; presently,,adverb,,time,,meekwaat,,,
aashkaw,,sometimes,,adverb,,time,,,,,
wiipach,,soon,,adverb,,time,,wiipat,,,
kiyaapich,,still; yet; once again; more,,adverb,,time,,kiyaapit,,,
li taañ,,time,,,,time,,,,,
anoosh,,today,,,,time,,,,,
dimaeñ,,tomorrow,,,,time,,,,,
iyer,,yesterday,,,,time,,,,,
aeñ trok,,a truck,,noun,awa,transportation,,,,,
en van,,a van,,noun,awa,transportation,,,,,
aeñ kanoo,,a boat,,noun,ooma,transportation,,,,,
aeñ tire,,a tire,,noun,ooma,transportation,,,,,
aeñ bisik,,a bicycle,,noun,,transportation,,,,,
aeñ bus,,a bus,,noun,,transportation,,,,,
en chiket,,a ticket (train),,noun,,transportation,,,,,
aeñ shaar,,a train,,noun,,transportation,,,,,
aeñ eerpleen,,an airplane,,noun,,transportation,,,,,
l’eerpleen,,the airplane,,noun,,transportation,,,,,
zheekishin,,I am afraid,afraid,verb,,verbs,emotions,,,,
sheekishiw,,s/he is afraid,afraid,verb,,verbs,emotions,,,,
bimatishin,,I am alive,alive,verb,,verbs,current state,,,,
pimatishiw,,s/he is alive,alive,verb,,verbs,current state,,,,
gishiwashin,,I am angry,angry,verb,,verbs,emotions,,,,
kishiwashiw,,s/he is angry,angry,verb,,verbs,emotions,,,,
_____ ishinihkaashow,ishinihkaasho-,I am called _____,be called,verb,awa:,verbs,,,,,
_____ d-ishinihkaashon,ishinihkaasho-,s/he is called _____,be called,verb,awa:,verbs,,,,,
nohteekataan,nohteekatee-,I am hungry,be hungry,verb,awa:,verbs,,ni-nohteekataan,,,
nohteekateew,nohteekatee-,s/he is hungry,be hungry,verb,awa:,verbs,,,,,
pashkiyaakee,pashkiyaakee-,be the winner; win,be the winner,verb,awa:,verbs,command,,,,
bashkiyaakaan,pashkiyaakee-,I am the winner; I win,be the winner,verb,awa:,verbs,,,,,
pashkiyaakeew,pashkiyaakee-,s/he is the winner; s/he wins,be the winner,verb,awa:,verbs,,,,,
zhakateeyihten,,I am bored,bored,verb,,verbs,emotions,,,,
shakateeyihtam,,s/he is bored,bored,verb,,verbs,emotions,,,,
d-ahkonaaw(?),tahkon-,I am carrying -someone; something awa-,carry -someone; something awa-,verb,awa:awa,verbs,,,,,
tahkoneew,tahkon-,s/he is carrying -someone; something awa-,carry -someone; something awa-,verb,awa:awa,verbs,,,,,
tahkona(?),tahkon-,carry -something-,carry -something-,verb,awa:ooma,verbs,command,,,,
d-ahkonen(?),tahkon-,I am carrying -something-,carry -something-,verb,awa:ooma,verbs,,,,,
tahkonam,tahkon-,s/he is carrying -something-,carry -something-,verb,awa:ooma,verbs,,,,,
naatahapee,naatahapee-,check your nets,check your nets,verb,awa:,verbs,command,,,,
maato,maato-,cry,cry,verb,awa:,verbs,command,,,,
ni-maaton,maato-,I am crying,cry,verb,awa:,verbs,,,,,
maatow,maato-,s/he is crying,cry,verb,awa:,verbs,,,,,
manish,manishw-,cut -someone; something awa-,cut -someone; something awa-,verb,awa:awa,verbs,command,,,,
ni-manishwaaw(?),manishw-,I cut -someone; something awa-,cut -someone; something awa-,verb,awa:awa,verbs,,,,,
manishweew(?),manishw-,s/he cuts -someone; something awa-,cut -someone; something awa-,verb,awa:awa,verbs,,,,,
manisha,manish-,cut -something-,cut -something-,verb,awa:ooma,verbs,command,,,,
ni-manishen(?),manish-,I cut -something-,cut -something-,verb,awa:ooma,verbs,,,,,
manisham(?),manish-,s/he cuts -something-,cut -something-,verb,awa:ooma,verbs,,,,,
niimi,niimi-,dance,dance,verb,awa:,verbs,command,,,,
niimin,niimi-,I dance,dance,verb,awa:,verbs,,ni-niimin,,,
niimiw,niimi-,s/he dances,dance,verb,awa:,verbs,,,,,
zhiniwaateeyihten,,I am depressed,depressed,verb,,verbs,emotions,,,,
shiniwaateeyihtam,,s/he is depressed,depressed,verb,,verbs,emotions,,,,
nipoo,nipoo-,die; dying(?),die;dying,verb,awa:,verbs,command,,,,
nipoon,nipoo-,I am dying(?),die;dying,verb,awa:,verbs,,ni-nipoon,,,
nipoow,nipoo-,s/he is dying(?),die;dying,verb,awa:,verbs,,,,,
bakwaataaw,pakwaat-,I dislike -someone; something awa-,dislike -someone; something awa-,verb,awa:awa,verbs,,,,,
pakwaateew,pakwaat-,s/he dislikes -someone; something awa-,dislike -someone; something awa-,verb,awa:awa,verbs,,,,,
bakwaaten,pakwaat-,I dislike -something-,dislike -something-,verb,awa:ooma,verbs,,,,,
pakwaatam,pakwaat-,s/he dislikes -something-,dislike -something-,verb,awa:ooma,verbs,,,,,
minihkwee,minihkwee-,drink,drink -something-,verb,awa:ooma,verbs,command,,,,
ni-minihkwaan,minihkwee-,I am drinking,drink -something-,verb,awa:ooma,verbs,,,,,
minihkweew,minihkwee-,s/he is drinking,drink -something-,verb,awa:ooma,verbs,,,,,
mow,mow-,eat -something awa-,eat -something awa-,verb,awa:awa,verbs,command,,,,
ni-mowaaw,mow-,I am eating -something awa-,eat -something awa-,verb,awa:awa,verbs,,,,,
moweew,mow-,s/he is eating -something awa-,eat -something awa-,verb,awa:awa,verbs,,,,,
miichi(?),miichi-,eat -something-,eat -something-,verb,awa:ooma,verbs,command,,,,
ni-miichin,miichi-,I am eating -something-,eat -something- ,verb,awa:ooma,verbs,,,,,
miichiw,miichi-,s/he is eating -something-,eat -something- ,verb,awa:ooma,verbs,,,,,
miitsho,miitsho-,eat a meal,eat a meal,verb,awa:,verbs,command,,"This only refers to eating a meal, not specific items of food.",,
d-ohpimikaashoon,,I am excited,excited,verb,,verbs,emotions,,,,
ohpimikaashoow,,s/he is excited,excited,verb,,verbs,emotions,,,,
bahkishinin(?),pahkishin-,I am falling,fall,verb,awa:,verbs,,,,,
pahkishin,pahkishin-,s/he falls,fall,verb,awa:,verbs,,,,,
pahkihtinwa(?),pahkihtin-,they fall,fall,verb,oohiñ:,verbs,,,,,
pahkihtin,pahkihtin-,-something- falls,fall,verb,ooma:,verbs,,,,,
ni-maayimaschihon,,I do not feel well,feel unwell,verb,,verbs,emotions,,,,
maayimaschihow,,s/he does not feel well,feel unwell,verb,,verbs,emotions,,,,
ni-miyomaschihon,,I feel well,feel well,verb,,verbs,emotions,,,,
miyomaschihow,,s/he feels well,feel well,verb,,verbs,emotions,,,,
naash,naat-,fetch -someone; something awa-,fetch -someone; something awa-,verb,awa:awa,verbs,command,,,,
naataaw(?),naat-,I fetch -someone; something awa-,fetch -someone; something awa-,verb,awa:awa,verbs,,,,,
naateew(?),naat-,s/he fetches -someone; something awa-,fetch -someone; something awa-,verb,awa:awa,verbs,,,,,
naata,naat-,fetch -something-,fetch -something-,verb,awa:ooma,verbs,command,,,,
ni-naaten(?),naat-,I fetch -something-,fetch -something-,verb,awa:ooma,verbs,,,,,
naatam(?),naat-,s/he fetches -something-,fetch -something-,verb,awa:ooma,verbs,,,,,
mishkaw,mishkaw-,find -someone; something awa-,find -someone; something awa-,verb,awa:awa,verbs,command,,,,
ni-mishkawaaw(?),mishkaw-,I find -someone; something awa-,find -someone; something awa-,verb,awa:awa,verbs,,,,,
mishkaweew(?),mishkaw-,s/he finds -someone; something awa-,find -someone; something awa-,verb,awa:awa,verbs,,,,,
mishka,mishk-,find -something-,find -something-,verb,awa:ooma,verbs,command,,,,
ni-mishken(?),mishk-,I find -something-,find -something-,verb,awa:ooma,verbs,,,,,
mishkam(?),mishk-,s/he finds -something-,find -something-,verb,awa:ooma,verbs,,,,,
ni-wanihkaan,wanihkee-,I forget,forget -something-,verb,awa:,verbs,,,,,
wanihkeew,wanihkee-,s/he forgets,forget -something-,verb,awa:,verbs,,,,,
niihtakoshii,niihtakoshii-,get off; get down,get off,verb,awa:,verbs,command,,,,
niihtakoshiin(?),niihtakoshii-,I get down,get off,verb,awa:,verbs,,ni-niihtakoshiin(?),,,
niihtakoshiiw(?),niihtakoshii-,s/he gets down,get off,verb,awa:,verbs,,,,,
wanishkaa,wanishkaa-,get up (arise); get out of bed,get up (arise),verb,awa:,verbs,command,,,,
ni-wanishkaan,wanishkaa-,I get up (arise); I get out of bed,get up (arise),verb,awa:,verbs,,,,,
wanishkaaw,wanishkaa-,s/he gets up (arises); s/he gets out of bed,get up (arise),verb,awa:,verbs,,,,,
pashikoo,pashikoo-,get up (stand up),get up (stand up),verb,awa:,verbs,command,,,,
bashikoon,pashikoo-,I get up,get up (stand up),verb,awa:,verbs,,,,,
pashikoow,pashikoo-,s/he gets up,get up (stand up),verb,awa:,verbs,,,,,
miyin,miy-,give -something- to me,give -something- to -someone-,verb,awa:awa,verbs,command,,The item being given can be ooma or awa.,Miyin anima!,Give that to me!
ni-miyaaw(?),miy-,I give -something- to -someone-,give -something- to -someone-,verb,awa:awa,verbs,,,The item being given can be ooma or awa.,,
miyeew(?),miy-,s/he gives -something- to -someone-,give -something- to -someone-,verb,awa:awa,verbs,,,The item being given can be ooma or awa.,,
itohtee,itohtee-,go,go,verb,awa:,verbs,command,,,,
d-itohtaan,itohtee-,I am going,go,verb,awa:,verbs,,,,,
itohteew,itohtee-,s/he is going,go,verb,awa:,verbs,,,,,
ni-miyeeyihten,,I am happy,happy,verb,,verbs,emotions,,,,
miyeeyihtam,,s/he is happy,happy,verb,,verbs,emotions,,,,
d-ayaawaaw,ayaaw-,I have -something awa-,have -something awa-,verb,awa:awa,verbs,,,,,
ayaaweew,ayaaw-,s/he has -something awa-,have -something awa-,verb,awa:awa,verbs,,,,,
d-ayaan,ayaa-,I have -something-,have -something-,verb,awa:ooma,verbs,,,,,
ayaaw,ayaa-,s/he has -something-,have -something-,verb,awa:ooma,verbs,,,,,
kiishiish,kiishiishw-,heat/warm/cook -something awa-,heat/warm/cook -something awa-,verb,awa:awa,verbs,command,,,,
giishiishwaaw(?),kiishiishw-,I heat/warm/cook -something awa-,heat/warm/cook -something awa-,verb,awa:awa,verbs,,,,,
kiishiishweew(?),kiishiishw-,s/he heats/warms/cooks -something awa-,heat/warm/cook -something awa-,verb,awa:awa,verbs,,,,,
kiishiisha(?),kiishiish-,heat/warm/cook -something-,heat/warm/cook -something-,verb,awa:ooma,verbs,command,,,,
giishiishen(?),kiishiish-,I heat/warm/cook -something-,heat/warm/cook -something-,verb,awa:ooma,verbs,,,,,
kiishiisham(?),kiishiish-,s/he heats/warms/cooks -something-,heat/warm/cook -something-,verb,awa:ooma,verbs,,,,,
pakamah(?),pakamahw-,hit -someone; something awa-,hit -someone; something awa-,verb,awa:awa,verbs,command,,,,
bakamahwaaw,pakamahw-,hit -someone; something awa-,hit -someone; something awa-,verb,awa:awa,verbs,,,,,
pakamahweew,pakamahw-,hit -someone; something awa-,hit -someone; something awa-,verb,awa:awa,verbs,,,,,
pakamaha(?),pakamah-,hit -something-,hit -something-,verb,awa:ooma,verbs,command,,,,
bakamahen,pakamah-,I hit -something-,hit -something-,verb,awa:ooma,verbs,,,,,
pakamaham,pakamah-,s/he hits -something-,hit -something-,verb,awa:ooma,verbs,,,,,
gaahkweeihten,,I am jealous,jealous,verb,,verbs,emotions,,,,
kaahkweeihtam,,s/he is jealous,jealous,verb,,verbs,emotions,,,,
kwashkwahti,kwashkwahti-,jump,jump,verb,awa:,verbs,command,,,,
gwashkwahtin,kwashkwahti-,I jump,jump,verb,awa:,verbs,,,,,
kwashkwahtiw,kwashkwahti-,s/he jumps,jump,verb,awa:,verbs,,,,,
maamaakoon(?),maamaakoo-,knead -something awa-,knead -something awa-,verb,awa:awa,verbs,command,,,,
gishkeeyimaaw,kishkeeyim-,I know -someone; something awa-,know -someone; something awa-,verb,awa:awa,verbs,,,,,
kishkeeyimeew,kishkeeyim-,s/he knows -someone; something awa-,know -someone; something awa-,verb,awa:awa,verbs,,,,,
gishkeeyihten,kishkeeyiht-,I know -something-,know -something-,verb,awa:ooma,verbs,,,,,
kishkeeyihtam,kishkeeyiht-,s/he knows -something-,know -something-,verb,awa:ooma,verbs,,,,,
paahpi,paahpi-,laugh,laugh,verb,awa:,verbs,command,,,,
baahpin,paahpi-,I am laughing,laugh,verb,awa:,verbs,,,,,
paahpiw,paahpi-,s/he is laughing,laugh,verb,awa:,verbs,,,,,
pimishini,pimishin-,lie down,lie down,verb,awa:,verbs,command,,,,
bimishinin(?),pimishin-,I am lying down,lie down,verb,awa:,verbs,,,,,
pimishin(?),pimishin-,s/he is lying down,lie down,verb,awa:,verbs,,,,,
ni-miyeeyimaaw,miyeeyim-,I like -someone; something awa-,like -someone; something awa-,verb,awa:awa,verbs,,,,,
miyeeyimeew,miyeeyim-,s/he likes -someone; something awa-,like -someone; something awa-,verb,awa:awa,verbs,,,,,
ni-miyeeyihten,miyeeyiht-,I like -something-,like -something-,verb,awa:ooma,verbs,,,,,
miyeeyihtam,miyeeyiht-,s/he likes -something-,like -something-,verb,awa:ooma,verbs,,,,,
ni-wiihkishtaaw,wiihkisht-,I like the taste of -something awa-,like the taste of -something awa-,verb,awa:awa,verbs,,,,,
wiihkishteew,wiihkisht-,s/he likes the taste of -something awa-,like the taste of -something awa-,verb,awa:awa,verbs,,,,,
ni-wiihkishten,wiihkisht-,I like the taste of -something-,like the taste of -something-,verb,awa:ooma,verbs,,,,,
wiihkishtam,wiihkisht-,s/he likes the taste of -something awa-,like the taste of -something-,verb,awa:ooma,verbs,,,,,
natohtaw,natohtaw-,listen to -someone; something awa-,listen to -someone; something awa-,verb,awa:awa,verbs,command,,,,
ni-natohtawaaw(?),natohtaw-,I am listening to -someone; something awa-,listen to -someone; something awa-,verb,awa:awa,verbs,,,,,
natohtaweew(?),natohtaw-,s/he listens to -someone; something awa-,listen to -someone; something awa-,verb,awa:awa,verbs,,,,,
natohta,natoht-,listen to -something-,listen to -something-,verb,awa:ooma,verbs,command,,"For example, listening to music.",,
ni-natohten,natoht-,I listen to -something-,listen to -something-,verb,awa:ooma,verbs,,,"For example, listening to music.",,
natohtam,natoht-,s/he listens to -something-,listen to -something-,verb,awa:ooma,verbs,,,"For example, listening to music.",Lom natohtam la meuzik.,
oshih(?),oshih-,make -something awa-,make -something awa-,verb,awa:awa,verbs,command,,,,
d-oshihaaw,oshih-,I am making -something awa-,make -something awa-,verb,awa:awa,verbs,,,,,
oshiheew,oshih-,s/he is making -something awa-,make -something awa-,verb,awa:awa,verbs,,,,,
oshihtaa,oshihtaa-,make -something-,make -something-,verb,awa:ooma,verbs,command,,,,
d-oshihtaan,oshihtaa-,I am making -something-,make -something-,verb,awa:ooma,verbs,,,,,
oshihtaaw,oshihtaa-,s/he is making -something-,make -something-,verb,awa:ooma,verbs,,,,,
takwashtaa,takwashtaa-,mix/combine -something-,mix/combine -something-,verb,awa:ooma,verbs,command,,,,
meetawee,meetawee-,play,play (a game),verb,awa:,verbs,command,,,,
ni-meetawaan,meetawee-,I play,play (a game),verb,awa:,verbs,,,,,
meetaweew,meetawee-,s/he plays,play (a game),verb,awa:,verbs,,,,,
kitooshchikee,kitooshchikee-,play -something-,play (an instrument),verb,awa:,verbs,command,,,,
gitooshchikaan,kitooshchikee-,I play -something-,play (an instrument),verb,awa:,verbs,,,,,
kitooshchikeew,kitooshchikee-,s/he plays -something-,play (an instrument),verb,awa:,verbs,,,,,
nipoohkaasho,nipoohkaasho-,play dead,play dead,verb,awa:,verbs,command,,,,
shiikina,shiikin-,pour -something-,pour -something-,verb,awa:ooma,verbs,command,,,,
zhiikinen,shiikin-,I pour -something-,pour -something-,verb,awa:ooma,verbs,,,,,
shiikinam,shiikin-,s/he pours -something-,pour -something-,verb,awa:ooma,verbs,,,,,
maakoneew,maakon-,s/he pushes -someone; something awa-,push -someone; something awa-,verb,awa:awa,verbs,,,,La vyee maakoneew li bwaatooñ por lii pakee di biskwii.,The old woman pushes the button for the package of cookies.
ahi,ah-,put -someone; something awa- (in),put -someone; something awa- (in),verb,awa:awa,verbs,command,,,,
d-ahaaw,ah-,I put -someone; something awa-,put -someone; something awa- (in),verb,awa:awa,verbs,,,,,
aheew,ah-,s/he puts -someone; something awa-,put -someone; something awa- (in),verb,awa:awa,verbs,,,,,
potishka,potishk-,put -something- on,put -something- on,verb,awa:ooma,verbs,command,,,,
botishken,potishk-,I put -something- on,put -something- on,verb,awa:ooma,verbs,,,,,
potishkam,potishk-,s/he puts -something- on,put -something- on,verb,awa:ooma,verbs,,,,,
ashtaa,ashtaa-,put -something-; put -something- in,put -something-; put -something- in,verb,awa:ooma,verbs,command,,,Ashtaa apishiish li sel!,Put in a little salt!
d-ashtaan,ashtaa-,I put -something-,put -something-; put -something- in,verb,awa:ooma,verbs,,,,,
ashtaaw,ashtaa-,s/he puts -something-,put -something-; put -something- in,verb,awa:ooma,verbs,,,,,
ayamistaa,ayamistaa-,read -something-,read -something-,verb,awa:ooma,verbs,command,,,,
d-ayamistaan,ayamistaa-,I read -something-,read -something-,verb,awa:ooma,verbs,,,,,
ayamistaaw,ayamistaa-,s/he reads -something-,read -something-,verb,awa:ooma,verbs,,,,,
gishkishin,kishkishi-,I remember -something-,remember -something-,verb,awa:ooma,verbs,,,,,
kishkishiw,kishkishi-,s/he remembers -something-,remember -something-,verb,awa:ooma,verbs,,,,,
tihtipee,tihtipee-,roll over; roll around,roll over,verb,awa:,verbs,command,,,,
d-ihtipeen(?),tihtipee-,I roll over,roll over,verb,awa:,verbs,,,,,
tihtipeew(?),tihtipee-,s/he rolls over,roll over,verb,awa:,verbs,,,,,
pimbashtaa,pimbashtaa-,run,run,verb,awa:,verbs,command,,,,
bimbashtaan,pimbashtaa-,I run,run,verb,awa:,verbs,,,,,
pimbashtaaw,pimbashtaa-,s/he runs,run,verb,awa:,verbs,,,,,
waapam,waapam-,see -someone; something awa-,see -someone; something awa-,verb,awa:awa,verbs,command,,,,
ni-waapamaaw,waapam-,I see -someone; something awa-,see -someone; something awa-,verb,awa:awa,verbs,,,,,
waapameew,waapam-,s/he sees -someone; something awa-,see -someone; something awa-,verb,awa:awa,verbs,,,,Li lyeev waapameew li-shyaeñ-a.,The rabbit sees the dog.
waapahta,waapaht-,see -something-,see -something-,verb,awa:ooma,verbs,command,,,,
ni-waapahten,waapaht-,I see -something-,see -something-,verb,awa:ooma,verbs,,,,,
waapahtam,waapaht-,s/he sees -something-,see -something-,verb,awa:ooma,verbs,,,,,
shakchischeeniwee,shakchischeeniwee-(?),shake hands; shake a paw,shake hands,verb,awa:,verbs,command,,,,
d-ahkoshin,,I am sick,sick,verb,,verbs,emotions,,,,
ahkoshiw,,s/he is sick,sick,verb,,verbs,emotions,,,,
nakamo,nakamo-,sing,sing,verb,awa:,verbs,command,,,,
ni-nakamon(?),nakamo-,I am singing,sing,verb,awa:,verbs,,,,,
nakamow(?),nakamo-,s/he is singing,sing,verb,awa:,verbs,,,,,
api,api-,sit,sit,verb,awa:,verbs,command,,,,
d-apin,api-,I am sitting,sit,verb,awa:,verbs,,,,,
apiw,api-,s/he is sitting,sit,verb,awa:,verbs,,,,,
nipaa,nipaa-,sleep,sleep,verb,awa:,verbs,command,,,,
nipaan,nipaa-,I sleep,sleep,verb,awa:,verbs,,ni-nipaan,,,
nipaaw,nipaa-,s/he sleeps,sleep,verb,awa:,verbs,,,,,
kiishkish,kiishkishw-,slice/cut through -something awa-,slice -something awa-,verb,awa:awa,verbs,command,,,,
